	larva(3)
tail_x(127)	962
tail_x(128)	962
tail_x(129)	963
tail_x(130)	963
tail_x(131)	961
tail_x(132)	961
tail_x(133)	961
tail_x(134)	961
tail_x(135)	961
tail_x(136)	960
tail_x(137)	958
tail_x(138)	959
tail_x(139)	960
tail_x(140)	960
tail_x(141)	958
tail_x(142)	956
tail_x(143)	954
tail_x(144)	953
tail_x(145)	953
tail_x(146)	953
tail_x(147)	954
tail_x(148)	954
tail_x(149)	954
tail_x(150)	954
tail_x(151)	953
tail_x(152)	952
tail_x(153)	954
tail_x(154)	955
tail_x(155)	954
tail_x(156)	955
tail_x(157)	955
tail_x(158)	955
tail_x(159)	955
tail_x(160)	955
tail_x(161)	955
tail_x(162)	955
tail_x(163)	956
tail_x(164)	957
tail_x(165)	958
tail_x(166)	957
tail_x(167)	958
tail_x(168)	958
tail_x(169)	958
tail_x(170)	958
tail_x(171)	958
tail_x(172)	957
tail_x(173)	957
tail_x(174)	957
tail_x(175)	957
tail_x(176)	956
tail_x(177)	955
tail_x(178)	956
tail_x(179)	954
tail_x(180)	949
tail_x(181)	945
tail_x(182)	943
tail_x(183)	941
tail_x(184)	940
tail_x(185)	942
tail_x(186)	943
tail_x(187)	942
tail_x(188)	942
tail_x(189)	942
tail_x(190)	942
tail_x(191)	942
tail_x(192)	943
tail_x(193)	946
tail_x(194)	948
tail_x(195)	948
tail_x(196)	949
tail_x(197)	951
tail_x(198)	951
tail_x(199)	952
tail_x(200)	951
tail_x(201)	952
tail_x(202)	952
tail_x(203)	951
tail_x(204)	951
tail_x(205)	951
tail_x(206)	951
tail_x(207)	951
tail_x(208)	951
tail_x(209)	951
tail_x(210)	950
tail_x(211)	949
tail_x(212)	949
tail_x(213)	950
tail_x(214)	949
tail_x(215)	948
tail_x(216)	948
tail_x(217)	948
tail_x(218)	948
tail_x(219)	948
tail_x(220)	947
tail_x(221)	946
tail_x(222)	946
tail_x(223)	944
tail_x(224)	943
tail_x(225)	943
tail_x(226)	942
tail_x(227)	941
tail_x(228)	941
tail_x(229)	941
tail_x(230)	941
tail_x(231)	941
tail_x(232)	942
tail_x(233)	942
tail_x(234)	942
tail_x(235)	944
tail_x(236)	945
tail_x(237)	946
tail_x(238)	946
tail_x(239)	945
tail_x(240)	945
tail_x(241)	945
tail_x(242)	945
tail_x(243)	944
tail_x(244)	944
tail_x(245)	945
tail_x(246)	944
tail_x(247)	944
tail_x(248)	945
tail_x(249)	944
tail_x(250)	944
tail_x(251)	943
tail_x(252)	943
tail_x(253)	941
tail_x(254)	940
tail_x(255)	940
tail_x(256)	942
tail_x(257)	944
tail_x(258)	946
tail_x(259)	946
tail_x(260)	946
tail_x(261)	946
tail_x(262)	946
tail_x(263)	946
tail_x(264)	945
tail_x(265)	945
tail_x(266)	945
tail_x(267)	945
tail_x(268)	945
tail_x(269)	945
tail_x(270)	945
tail_x(271)	946
tail_x(272)	945
tail_x(273)	945
tail_x(274)	945
tail_x(275)	945
tail_x(276)	945
tail_x(277)	945
tail_x(278)	945
tail_x(279)	945
tail_x(280)	945
tail_x(281)	945
tail_x(282)	944
tail_x(283)	944
tail_x(284)	944
tail_x(285)	945
tail_x(286)	945
tail_x(287)	945
tail_x(288)	945
tail_x(289)	945
tail_x(290)	944
tail_x(291)	944
tail_x(292)	944
tail_x(293)	945
tail_x(294)	945
tail_x(295)	944
tail_x(296)	944
tail_x(297)	944
tail_x(298)	943
tail_x(299)	943
tail_x(300)	943
tail_x(301)	943
tail_x(302)	944
tail_x(303)	944
tail_x(304)	944
tail_x(305)	944
tail_x(306)	944
tail_x(307)	944
tail_x(308)	944
tail_x(309)	944
tail_x(310)	945
tail_x(311)	945
tail_x(312)	944
tail_x(313)	944
tail_x(314)	944
tail_x(315)	944
tail_x(316)	944
tail_x(317)	944
tail_x(318)	944
tail_x(319)	944
tail_x(320)	945
tail_x(321)	945
tail_x(322)	945
tail_x(323)	946
tail_x(324)	945
tail_x(325)	945
tail_x(326)	945
tail_x(327)	944
tail_x(328)	945
tail_x(329)	944
tail_x(330)	944
tail_x(331)	944
tail_x(332)	944
tail_x(333)	944
tail_x(334)	944
tail_x(335)	944
tail_x(336)	944
tail_x(337)	944
tail_x(338)	944
tail_x(339)	944
tail_x(340)	944
tail_x(341)	944
tail_x(342)	944
tail_x(343)	944
tail_x(344)	944
tail_x(345)	944
tail_x(346)	944
tail_x(347)	944
tail_x(348)	944
tail_x(349)	943
tail_x(350)	943
tail_x(351)	943
tail_x(352)	943
tail_x(353)	943
tail_x(354)	944
tail_x(355)	944
tail_x(356)	943
tail_x(357)	944
tail_x(358)	944
tail_x(359)	944
tail_x(360)	943
tail_x(361)	943
tail_x(362)	944
tail_x(363)	944
tail_x(364)	943
tail_x(365)	943
tail_x(366)	945
tail_x(367)	944
tail_x(368)	944
tail_x(369)	944
tail_x(370)	944
tail_x(371)	944
tail_x(372)	943
tail_x(373)	943
tail_x(374)	944
tail_x(375)	943
tail_x(376)	943
tail_x(377)	943
tail_x(378)	943
tail_x(379)	943
tail_x(380)	943
tail_x(381)	943
tail_x(382)	943
tail_x(383)	943
tail_x(384)	943
tail_x(385)	943
tail_x(386)	943
tail_x(387)	943
tail_x(388)	943
tail_x(389)	943
tail_x(390)	943
tail_x(391)	943
tail_x(392)	943
tail_x(393)	943
tail_x(394)	943
tail_x(395)	943
tail_x(396)	943
tail_x(397)	943
tail_x(398)	943
tail_x(399)	944
tail_x(400)	944
tail_x(401)	944
tail_x(402)	944
tail_x(403)	945
tail_x(404)	945
tail_x(405)	945
tail_x(406)	944
tail_x(407)	944
tail_x(408)	944
tail_x(409)	944
tail_x(410)	944
tail_x(411)	944
tail_x(412)	944
tail_x(413)	944
tail_x(414)	944
tail_x(415)	944
tail_x(416)	944
tail_x(417)	944
tail_x(418)	943
tail_x(419)	944
tail_x(420)	944
tail_x(421)	944
tail_x(422)	943
tail_x(423)	944
tail_x(424)	944
tail_x(425)	944
tail_x(426)	943
tail_x(427)	943
tail_x(428)	944
tail_x(429)	944
tail_x(430)	944
tail_x(431)	944
tail_x(432)	944
tail_x(433)	944
tail_x(434)	944
tail_x(435)	944
tail_x(436)	944
tail_x(437)	944
tail_x(438)	944
tail_x(439)	943
tail_x(440)	944
tail_x(441)	943
tail_x(442)	943
tail_x(443)	942
tail_x(444)	942
tail_x(445)	942
tail_x(446)	942
tail_x(447)	942
tail_x(448)	942
tail_x(449)	943
tail_x(450)	943
tail_x(451)	943
tail_x(452)	943
tail_x(453)	943
tail_x(454)	943
tail_x(455)	943
tail_x(456)	943
tail_x(457)	944
tail_x(458)	943
tail_x(459)	943
tail_x(460)	943
tail_x(461)	942
tail_x(462)	942
tail_x(463)	942
tail_x(464)	942
tail_x(465)	942
tail_x(466)	942
tail_x(467)	942
tail_x(468)	942
tail_x(469)	942
tail_x(470)	943
tail_x(471)	943
tail_x(472)	944
tail_x(473)	943
tail_x(474)	944
tail_x(475)	944
tail_x(476)	944
tail_x(477)	944
tail_x(478)	944
tail_x(479)	946
tail_x(480)	944
tail_x(481)	945
tail_x(482)	944
tail_x(483)	945
tail_x(484)	944
tail_x(485)	945
tail_x(486)	945
tail_x(487)	945
tail_x(488)	945
tail_x(489)	945
tail_x(490)	945
tail_x(491)	944
tail_x(492)	944
tail_x(493)	945
tail_x(494)	944
tail_x(495)	945
tail_x(496)	945
tail_x(497)	944
tail_x(498)	945
tail_x(499)	945
tail_x(500)	945
tail_x(501)	945
tail_x(502)	945
tail_x(503)	944
tail_x(504)	945
tail_x(505)	945
tail_x(506)	946
tail_x(507)	946
tail_x(508)	946
tail_x(509)	946
tail_x(510)	946
tail_x(511)	946
tail_x(512)	946
tail_x(513)	946
tail_x(514)	946
tail_x(515)	945
tail_x(516)	945
tail_x(517)	945
tail_x(518)	946
tail_x(519)	945
tail_x(520)	945
tail_x(521)	945
tail_x(522)	946
tail_x(523)	945
tail_x(524)	945
tail_x(525)	945
tail_x(526)	944
tail_x(527)	944
tail_x(528)	943
tail_x(529)	943
tail_x(530)	944
tail_x(531)	944
tail_x(532)	944
tail_x(533)	944
tail_x(534)	944
tail_x(535)	944
tail_x(536)	944
tail_x(537)	944
tail_x(538)	944
tail_x(539)	945
tail_x(540)	945
tail_x(541)	945
tail_x(542)	945
tail_x(543)	945
tail_x(544)	945
tail_x(545)	944
tail_x(546)	944
tail_x(547)	945
tail_x(548)	945
tail_x(549)	945
tail_x(550)	945
tail_x(551)	945
tail_x(552)	945
tail_x(553)	945
tail_x(554)	945
tail_x(555)	945
tail_x(556)	945
tail_x(557)	945
tail_x(558)	945
tail_x(559)	945
tail_x(560)	945
tail_x(561)	945
tail_x(562)	945
tail_x(563)	944
tail_x(564)	945
tail_x(565)	944
tail_x(566)	944
tail_x(567)	944
tail_x(568)	945
tail_x(569)	944
tail_x(570)	945
tail_x(571)	945
tail_x(572)	945
tail_x(573)	945
tail_x(574)	945
tail_x(575)	944
tail_x(576)	945
tail_x(577)	945
tail_x(578)	945
tail_x(579)	945
tail_x(580)	945
tail_x(581)	945
tail_x(582)	945
tail_x(583)	945
tail_x(584)	945
tail_x(585)	945
tail_x(586)	946
tail_x(587)	945
tail_x(588)	945
tail_x(589)	946
tail_x(590)	945
tail_x(591)	946
tail_x(592)	945
tail_x(593)	945
tail_x(594)	945
tail_x(595)	944
tail_x(596)	945
tail_x(597)	945
tail_x(598)	945
tail_x(599)	945
tail_x(600)	945
tail_x(601)	945
tail_x(602)	945
tail_x(603)	945
tail_x(604)	945
tail_x(605)	945
tail_x(606)	945
tail_x(607)	945
tail_x(608)	945
tail_x(609)	945
tail_x(610)	945
tail_x(611)	945
tail_x(612)	944
tail_x(613)	944
tail_x(614)	945
tail_x(615)	944
tail_x(616)	944
tail_x(617)	944
tail_x(618)	944
tail_x(619)	943
tail_x(620)	943
tail_x(621)	943
tail_x(622)	943
tail_x(623)	943
tail_x(624)	943
tail_x(625)	942
tail_x(626)	942
tail_x(627)	941
tail_x(628)	940
tail_x(629)	942
tail_x(630)	940
tail_x(631)	941
tail_x(632)	940
tail_x(633)	941
tail_x(634)	941
tail_x(635)	942
tail_x(636)	941
tail_x(637)	940
tail_x(638)	940
tail_x(639)	940
tail_x(640)	939
tail_x(641)	938
tail_x(642)	937
tail_x(643)	937
tail_x(644)	935
tail_x(645)	934
tail_x(646)	932
tail_x(647)	931
tail_x(648)	930
tail_x(649)	932
tail_x(650)	933
tail_x(651)	934
tail_x(652)	935
tail_x(653)	935
tail_x(654)	935
tail_x(655)	935
tail_x(656)	934
tail_x(657)	934
tail_x(658)	935
tail_x(659)	935
tail_x(660)	934
tail_x(661)	934
tail_x(662)	934
tail_x(663)	934
tail_x(664)	932
tail_x(665)	931
tail_x(666)	929
tail_x(667)	927
tail_x(668)	925
tail_x(669)	924
tail_x(670)	926
tail_x(671)	926
tail_x(672)	927
tail_x(673)	927
tail_x(674)	927
tail_x(675)	928
tail_x(676)	928
tail_x(677)	929
tail_x(678)	928
tail_x(679)	929
tail_x(680)	928
tail_x(681)	927
tail_x(682)	927
tail_x(683)	926
tail_x(684)	926
tail_x(685)	926
tail_x(686)	927
tail_x(687)	925
tail_x(688)	927
tail_x(689)	926
tail_x(690)	928
tail_x(691)	926
tail_x(692)	926
tail_x(693)	926
tail_x(694)	926
tail_x(695)	926
tail_x(696)	926
tail_x(697)	926
tail_x(698)	925
tail_x(699)	924
tail_x(700)	924
tail_x(701)	924
tail_x(702)	924
tail_x(703)	925
tail_x(704)	927
tail_x(705)	929
tail_x(706)	930
tail_x(707)	930
tail_x(708)	930
tail_x(709)	929
tail_x(710)	929
tail_x(711)	928
tail_x(712)	929
tail_x(713)	929
tail_x(714)	929
tail_x(715)	928
tail_x(716)	929
tail_x(717)	929
tail_x(718)	928
tail_x(719)	929
tail_x(720)	929
tail_x(721)	929
tail_x(722)	928
tail_x(723)	927
tail_x(724)	926
tail_x(725)	923
tail_x(726)	921
tail_x(727)	920
tail_x(728)	917
tail_x(729)	916
tail_x(730)	920
tail_x(731)	921
tail_x(732)	922
tail_x(733)	922
tail_x(734)	922
tail_x(735)	922
tail_x(736)	921
tail_x(737)	920
tail_x(738)	918
tail_x(739)	915
tail_x(740)	913
tail_x(741)	912
tail_x(742)	910
tail_x(743)	910
tail_x(744)	913
tail_x(745)	913
tail_x(746)	914
tail_x(747)	913
tail_x(748)	913
tail_x(749)	914
tail_x(750)	914
tail_x(751)	914
tail_x(752)	914
tail_x(753)	913
tail_x(754)	911
tail_x(755)	909
tail_x(756)	907
tail_x(757)	905
tail_x(758)	904
tail_x(759)	902
tail_x(760)	902
tail_x(761)	903
tail_x(762)	904
tail_x(763)	905
tail_x(764)	904
tail_x(765)	904
tail_x(766)	905
tail_x(767)	905
tail_x(768)	905
tail_x(769)	905
tail_x(770)	905
tail_x(771)	905
tail_x(772)	903
tail_x(773)	904
tail_x(774)	903
tail_x(775)	902
tail_x(776)	903
tail_x(777)	902
tail_x(778)	899
tail_x(779)	897
tail_x(780)	896
tail_x(781)	897
tail_x(782)	898
tail_x(783)	901
tail_x(784)	901
tail_x(785)	902
tail_x(786)	904
tail_x(787)	905
tail_x(788)	906
tail_x(789)	905
tail_x(790)	905
tail_x(791)	905
tail_x(792)	904
tail_x(793)	904
tail_x(794)	903
tail_x(795)	903
tail_x(796)	904
tail_x(797)	905
tail_x(798)	904
tail_x(799)	905
tail_x(800)	905
tail_x(801)	905
tail_x(802)	905
tail_x(803)	905
tail_x(804)	905
tail_x(805)	905
tail_x(806)	905
tail_x(807)	904
tail_x(808)	903
tail_x(809)	902
tail_x(810)	903
tail_x(811)	904
tail_x(812)	902
tail_x(813)	897
tail_x(814)	897
tail_x(815)	897
tail_x(816)	897
tail_x(817)	897
tail_x(818)	896
tail_x(819)	896
tail_x(820)	894
tail_x(821)	892
tail_x(822)	892
tail_x(823)	892
tail_x(824)	890
tail_x(825)	892
tail_x(826)	892
tail_x(827)	893
tail_x(828)	893
tail_x(829)	893
tail_x(830)	895
tail_x(831)	896
tail_x(832)	897
tail_x(833)	897
tail_x(834)	896
tail_x(835)	897
tail_x(836)	899
tail_x(837)	901
tail_x(838)	902
tail_x(839)	903
tail_x(840)	902
tail_x(841)	903
tail_x(842)	903
tail_x(843)	903
tail_x(844)	904
tail_x(845)	903
tail_x(846)	903
tail_x(847)	903
tail_x(848)	903
tail_x(849)	904
tail_x(850)	904
tail_x(851)	904
tail_x(852)	904
tail_x(853)	904
tail_x(854)	904
tail_x(855)	904
tail_x(856)	904
tail_x(857)	905
tail_x(858)	904
tail_x(859)	902
tail_x(860)	902
tail_x(861)	902
tail_x(862)	902
tail_x(863)	903
tail_x(864)	899
tail_x(865)	895
tail_x(866)	894
tail_x(867)	895
tail_x(868)	895
tail_x(869)	895
tail_x(870)	894
tail_x(871)	890
tail_x(872)	886
tail_x(873)	884
tail_x(874)	885
tail_x(875)	884
tail_x(876)	884
tail_x(877)	884
tail_x(878)	885
tail_x(879)	884
tail_x(880)	883
tail_x(881)	883
tail_x(882)	883
tail_x(883)	882
tail_x(884)	883
tail_x(885)	883
tail_x(886)	883
tail_x(887)	884
tail_x(888)	884
tail_x(889)	885
tail_x(890)	885
tail_x(891)	885
tail_x(892)	885
tail_x(893)	886
tail_x(894)	886
tail_x(895)	886
tail_x(896)	886
tail_x(897)	886
tail_x(898)	886
tail_x(899)	887
tail_x(900)	887
tail_x(901)	890
tail_x(902)	886
tail_x(903)	886
tail_x(904)	890
tail_x(905)	892
tail_x(906)	892
tail_x(907)	892
tail_x(908)	892
tail_x(909)	892
tail_x(910)	892
tail_x(911)	891
tail_x(912)	891
tail_x(913)	892
tail_x(914)	894
tail_x(915)	895
tail_x(916)	895
tail_x(917)	894
tail_x(918)	893
tail_x(919)	894
tail_x(920)	896
tail_x(921)	897
tail_x(922)	898
tail_x(923)	898
tail_x(924)	897
tail_x(925)	898
tail_x(926)	899
tail_x(927)	899
tail_x(928)	900
tail_x(929)	900
tail_x(930)	900
tail_x(931)	901
tail_x(932)	901
tail_x(933)	901
tail_x(934)	900
tail_x(935)	900
tail_x(936)	901
tail_x(937)	903
tail_x(938)	901
tail_x(939)	901
tail_x(940)	900
tail_x(941)	897
tail_x(942)	896
tail_x(943)	896
tail_x(944)	896
tail_x(945)	902
tail_x(946)	903
tail_x(947)	902
tail_x(948)	900
tail_x(949)	899
tail_x(950)	898
tail_x(951)	898
tail_x(952)	898
tail_x(953)	898
tail_x(954)	899
tail_x(955)	899
tail_x(956)	899
tail_x(957)	898
tail_x(958)	898
tail_x(959)	899
tail_x(960)	899
tail_x(961)	897
tail_x(962)	897
tail_x(963)	898
tail_x(964)	897
tail_x(965)	901
tail_x(966)	899
tail_x(967)	899
tail_x(968)	899
tail_x(969)	899
tail_x(970)	899
tail_x(971)	899
tail_x(972)	899
tail_x(973)	899
tail_x(974)	899
tail_x(975)	898
tail_x(976)	898
tail_x(977)	897
tail_x(978)	898
tail_x(979)	898
tail_x(980)	897
tail_x(981)	898
tail_x(982)	899
tail_x(983)	899
tail_x(984)	900
tail_x(985)	901
tail_x(986)	901
tail_x(987)	903
tail_x(988)	903
tail_x(989)	903
tail_x(990)	904
tail_x(991)	906
tail_x(992)	908
tail_x(993)	911
tail_x(994)	912
tail_x(995)	913
tail_x(996)	913
tail_x(997)	913
tail_x(998)	914
tail_x(999)	914
tail_x(1000)	916
tail_x(1001)	917
tail_x(1002)	917
tail_x(1003)	918
tail_x(1004)	918
tail_x(1005)	918
tail_x(1006)	918
tail_x(1007)	918
tail_x(1008)	918
tail_x(1009)	919
tail_x(1010)	921
tail_x(1011)	920
tail_x(1012)	920
tail_x(1013)	920
tail_x(1014)	919
tail_x(1015)	919
tail_x(1016)	919
tail_x(1017)	919
tail_x(1018)	919
tail_x(1019)	919
tail_x(1020)	919
tail_x(1021)	917
tail_x(1022)	918
tail_x(1023)	919
tail_x(1024)	919
tail_x(1025)	918
tail_x(1026)	917
tail_x(1027)	917
tail_x(1028)	916
tail_x(1029)	916
tail_x(1030)	915
tail_x(1031)	913
tail_x(1032)	913
tail_x(1033)	913
tail_x(1034)	912
tail_x(1035)	912
tail_x(1036)	912
tail_x(1037)	911
tail_x(1038)	911
tail_x(1039)	911
tail_x(1040)	913
tail_x(1041)	911
tail_x(1042)	910
tail_x(1043)	910
tail_x(1044)	910
tail_x(1045)	911
tail_x(1046)	910
tail_x(1047)	910
tail_x(1048)	909
tail_x(1049)	909
tail_x(1050)	909
tail_x(1051)	908
tail_x(1052)	906
tail_x(1053)	905
tail_x(1054)	904
tail_x(1055)	903
tail_x(1056)	902
tail_x(1057)	902
tail_x(1058)	902
tail_x(1059)	901
tail_x(1060)	901
tail_x(1061)	901
tail_x(1062)	900
tail_x(1063)	900
tail_x(1064)	899
tail_y(0)	767
tail_y(1)	769
tail_y(2)	768
tail_y(3)	768
tail_y(4)	768
tail_y(5)	767
tail_y(6)	768
tail_y(7)	770
tail_y(8)	765
tail_y(9)	760
tail_y(10)	759
tail_y(11)	759
tail_y(12)	761
tail_y(13)	762
tail_y(14)	762
tail_y(15)	766
tail_y(16)	766
tail_y(17)	766
tail_y(18)	770
tail_y(19)	766
tail_y(20)	762
tail_y(21)	759
tail_y(22)	759
tail_y(23)	760
tail_y(24)	759
tail_y(25)	758
tail_y(26)	758
tail_y(27)	758
tail_y(28)	758
tail_y(29)	756
tail_y(30)	758
tail_y(31)	757
tail_y(32)	758
tail_y(33)	758
tail_y(34)	758
tail_y(35)	758
tail_y(36)	758
tail_y(37)	758
tail_y(38)	758
tail_y(39)	757
tail_y(40)	761
tail_y(41)	759
tail_y(42)	755
tail_y(43)	755
tail_y(44)	754
tail_y(45)	754
tail_y(46)	753
tail_y(47)	755
tail_y(48)	754
tail_y(49)	753
tail_y(50)	754
tail_y(51)	756
tail_y(52)	756
tail_y(53)	756
tail_y(54)	757
tail_y(55)	761
tail_y(56)	764
tail_y(57)	765
tail_y(58)	765
tail_y(59)	766
tail_y(60)	767
tail_y(61)	769
tail_y(62)	774
tail_y(63)	775
tail_y(64)	779
tail_y(65)	778
tail_y(66)	776
tail_y(67)	775
tail_y(68)	775
tail_y(69)	774
tail_y(70)	773
tail_y(71)	774
tail_y(72)	774
tail_y(73)	774
tail_y(74)	776
tail_y(75)	778
tail_y(76)	779
tail_y(77)	779
tail_y(78)	778
tail_y(79)	778
tail_y(80)	778
tail_y(81)	778
tail_y(82)	779
tail_y(83)	779
tail_y(84)	779
tail_y(85)	778
tail_y(86)	780
tail_y(87)	782
tail_y(88)	780
tail_y(89)	780
tail_y(90)	780
tail_y(91)	779
tail_y(92)	779
tail_y(93)	780
tail_y(94)	779
tail_y(95)	779
tail_y(96)	779
tail_y(97)	782
tail_y(98)	787
tail_y(99)	786
tail_y(100)	783
tail_y(101)	779
tail_y(102)	778
tail_y(103)	778
tail_y(104)	779
tail_y(105)	780
tail_y(106)	778
tail_y(107)	780
tail_y(108)	778
tail_y(109)	778
tail_y(110)	779
tail_y(111)	779
tail_y(112)	778
tail_y(113)	778
tail_y(114)	779
tail_y(115)	779
tail_y(116)	778
tail_y(117)	779
tail_y(118)	779
tail_y(119)	779
tail_y(120)	779
tail_y(121)	778
tail_y(122)	779
tail_y(123)	779
tail_y(124)	779
tail_y(125)	779
tail_y(126)	779
tail_y(127)	778
tail_y(128)	778
tail_y(129)	778
tail_y(130)	781
tail_y(131)	784
tail_y(132)	784
tail_y(133)	785
tail_y(134)	785
tail_y(135)	785
tail_y(136)	784
tail_y(137)	783
tail_y(138)	783
tail_y(139)	784
tail_y(140)	783
tail_y(141)	781
tail_y(142)	778
tail_y(143)	778
tail_y(144)	776
tail_y(145)	774
tail_y(146)	772
tail_y(147)	771
tail_y(148)	770
tail_y(149)	768
tail_y(150)	764
tail_y(151)	763
tail_y(152)	761
tail_y(153)	761
tail_y(154)	762
tail_y(155)	764
tail_y(156)	763
tail_y(157)	763
tail_y(158)	764
tail_y(159)	763
tail_y(160)	763
tail_y(161)	763
tail_y(162)	764
tail_y(163)	764
tail_y(164)	764
tail_y(165)	764
tail_y(166)	767
tail_y(167)	766
tail_y(168)	767
tail_y(169)	768
tail_y(170)	768
tail_y(171)	769
tail_y(172)	769
tail_y(173)	769
tail_y(174)	769
tail_y(175)	770
tail_y(176)	771
tail_y(177)	771
tail_y(178)	767
tail_y(179)	762
tail_y(180)	758
tail_y(181)	754
tail_y(182)	751
tail_y(183)	752
tail_y(184)	751
tail_y(185)	752
tail_y(186)	753
tail_y(187)	752
tail_y(188)	752
tail_y(189)	751
tail_y(190)	752
tail_y(191)	752
tail_y(192)	753
tail_y(193)	754
tail_y(194)	755
tail_y(195)	755
tail_y(196)	756
tail_y(197)	757
tail_y(198)	759
tail_y(199)	759
tail_y(200)	760
tail_y(201)	759
tail_y(202)	759
tail_y(203)	760
tail_y(204)	760
tail_y(205)	760
tail_y(206)	760
tail_y(207)	759
tail_y(208)	759
tail_y(209)	758
tail_y(210)	759
tail_y(211)	760
tail_y(212)	759
tail_y(213)	757
tail_y(214)	759
tail_y(215)	758
tail_y(216)	758
tail_y(217)	758
tail_y(218)	759
tail_y(219)	758
tail_y(220)	755
tail_y(221)	755
tail_y(222)	754
tail_y(223)	754
tail_y(224)	754
tail_y(225)	752
tail_y(226)	752
tail_y(227)	751
tail_y(228)	752
tail_y(229)	751
tail_y(230)	752
tail_y(231)	752
tail_y(232)	754
tail_y(233)	753
tail_y(234)	754
tail_y(235)	756
tail_y(236)	757
tail_y(237)	757
tail_y(238)	757
tail_y(239)	757
tail_y(240)	757
tail_y(241)	757
tail_y(242)	756
tail_y(243)	757
tail_y(244)	757
tail_y(245)	756
tail_y(246)	757
tail_y(247)	757
tail_y(248)	757
tail_y(249)	757
tail_y(250)	757
tail_y(251)	756
tail_y(252)	756
tail_y(253)	754
tail_y(254)	754
tail_y(255)	755
tail_y(256)	756
tail_y(257)	757
tail_y(258)	758
tail_y(259)	758
tail_y(260)	758
tail_y(261)	759
tail_y(262)	759
tail_y(263)	759
tail_y(264)	760
tail_y(265)	760
tail_y(266)	761
tail_y(267)	761
tail_y(268)	761
tail_y(269)	761
tail_y(270)	761
tail_y(271)	761
tail_y(272)	761
tail_y(273)	761
tail_y(274)	761
tail_y(275)	761
tail_y(276)	760
tail_y(277)	760
tail_y(278)	760
tail_y(279)	759
tail_y(280)	759
tail_y(281)	759
tail_y(282)	760
tail_y(283)	760
tail_y(284)	759
tail_y(285)	758
tail_y(286)	758
tail_y(287)	757
tail_y(288)	757
tail_y(289)	757
tail_y(290)	758
tail_y(291)	757
tail_y(292)	758
tail_y(293)	757
tail_y(294)	757
tail_y(295)	757
tail_y(296)	756
tail_y(297)	756
tail_y(298)	756
tail_y(299)	756
tail_y(300)	756
tail_y(301)	756
tail_y(302)	757
tail_y(303)	758
tail_y(304)	759
tail_y(305)	759
tail_y(306)	759
tail_y(307)	760
tail_y(308)	760
tail_y(309)	760
tail_y(310)	759
tail_y(311)	759
tail_y(312)	760
tail_y(313)	760
tail_y(314)	760
tail_y(315)	760
tail_y(316)	759
tail_y(317)	760
tail_y(318)	760
tail_y(319)	761
tail_y(320)	759
tail_y(321)	759
tail_y(322)	759
tail_y(323)	759
tail_y(324)	760
tail_y(325)	760
tail_y(326)	760
tail_y(327)	761
tail_y(328)	760
tail_y(329)	761
tail_y(330)	761
tail_y(331)	761
tail_y(332)	761
tail_y(333)	761
tail_y(334)	761
tail_y(335)	761
tail_y(336)	760
tail_y(337)	760
tail_y(338)	760
tail_y(339)	760
tail_y(340)	760
tail_y(341)	760
tail_y(342)	760
tail_y(343)	760
tail_y(344)	760
tail_y(345)	760
tail_y(346)	760
tail_y(347)	760
tail_y(348)	759
tail_y(349)	760
tail_y(350)	760
tail_y(351)	759
tail_y(352)	759
tail_y(353)	759
tail_y(354)	757
tail_y(355)	758
tail_y(356)	759
tail_y(357)	758
tail_y(358)	758
tail_y(359)	758
tail_y(360)	759
tail_y(361)	760
tail_y(362)	758
tail_y(363)	758
tail_y(364)	759
tail_y(365)	759
tail_y(366)	757
tail_y(367)	758
tail_y(368)	759
tail_y(369)	759
tail_y(370)	759
tail_y(371)	758
tail_y(372)	759
tail_y(373)	759
tail_y(374)	758
tail_y(375)	759
tail_y(376)	759
tail_y(377)	758
tail_y(378)	759
tail_y(379)	759
tail_y(380)	759
tail_y(381)	759
tail_y(382)	759
tail_y(383)	759
tail_y(384)	759
tail_y(385)	759
tail_y(386)	757
tail_y(387)	759
tail_y(388)	757
tail_y(389)	759
tail_y(390)	758
tail_y(391)	758
tail_y(392)	756
tail_y(393)	758
tail_y(394)	758
tail_y(395)	758
tail_y(396)	756
tail_y(397)	758
tail_y(398)	758
tail_y(399)	757
tail_y(400)	759
tail_y(401)	759
tail_y(402)	761
tail_y(403)	760
tail_y(404)	760
tail_y(405)	760
tail_y(406)	761
tail_y(407)	761
tail_y(408)	761
tail_y(409)	761
tail_y(410)	761
tail_y(411)	761
tail_y(412)	761
tail_y(413)	760
tail_y(414)	760
tail_y(415)	760
tail_y(416)	760
tail_y(417)	759
tail_y(418)	759
tail_y(419)	758
tail_y(420)	760
tail_y(421)	760
tail_y(422)	761
tail_y(423)	760
tail_y(424)	761
tail_y(425)	760
tail_y(426)	762
tail_y(427)	761
tail_y(428)	760
tail_y(429)	760
tail_y(430)	759
tail_y(431)	759
tail_y(432)	758
tail_y(433)	758
tail_y(434)	758
tail_y(435)	758
tail_y(436)	758
tail_y(437)	758
tail_y(438)	758
tail_y(439)	758
tail_y(440)	756
tail_y(441)	756
tail_y(442)	755
tail_y(443)	755
tail_y(444)	755
tail_y(445)	754
tail_y(446)	755
tail_y(447)	755
tail_y(448)	755
tail_y(449)	755
tail_y(450)	756
tail_y(451)	756
tail_y(452)	756
tail_y(453)	756
